,id,channel,publishedAt,title,description,views,likes,dislikes
33,PBIbsvZSp24,The Verge,2022-05-12 16:01:20+00:00,Sony’s best headphones just got [a little] better 🎧,"Sony’s new WH-1000XM5 noise-canceling headphones are the company’s most advanced to date — but also the most expensive at $400. For that money, you get a fresh design, upgraded sound, better active noise cancellation than ever, and improved voice call quality. But they're very similar to the 1000XM4s, giving Sony fans little reason to upgrade.  Read more: https://www.theverge.com/e/22831686  0:00 Sony WH-1000XM5 Intro 0:35 New Updates (Design, Sound, Active Noise Canceling, Price) 0:55 New Design 2:05 Carrying Case 2:52 Sound Quality 3:56 Noise Canceling  4:40 Mic Quality 5:00 Mic Test (WH-1000XM5 vs WH-1000XM4 vs AirPods Max vs Bose 700 vs Sennheiser Momentum 3) 6:26 Extra Features (Codecs, Multipoint 7:01 Battery  7:15 Missing Features 7:48 Conclusion 8:00 Sony WH-1000XM5 vs. WH-1000XM4   Subscribe: http://goo.gl/G5RXGs Like The Verge on Facebook: https://goo.gl/2P1aGc Follow on Twitter: https://goo.gl/XTWX61 Follow on Instagram: https://goo.gl/7ZeLvX  The Vergecast Podcast: https://pod.link/430333725 Decoder with Nilay Patel: http://apple.co/3v29nDc  More about our podcasts: https://www.theverge.com/podcasts  Read More: http://www.theverge.com Community guidelines: http://bit.ly/2D0hlAv Wallpapers from The Verge: https://bit.ly/2xQXYJr  Subscribe to Verge Science on YouTube, a new home base for our explorations into the future of science: http://bit.ly/2FqJZMl",438460,8650,0
34,x-Ia18S8bvk,Flossy Carter,2022-05-24 13:00:18+00:00,Sony WH-1000XM5 - The New King of Noise Canceling Headphones?,"Sony WH-1000XM5 Buy them here, https://amzn.to/3LGUtZZ  Wanna buy some of my gadgets - http://amzn.to/1zZ2y4P Check out my website - http://www.flossycarter.net Help support the channel, Check out the Merch, https://flossy-carter.creator-spring.com https://www.paypal.com/donate?hosted_button_id=ZXS5NA8X7G77Q Find me Online, http://instagram.com/flossy_carter https://www.facebook.com/FlossyCarter https://twitter.com/Flossycarter PSN: FlossycarterFGC",240163,9896,0
35,OnnHTKrTeAA,6 Months Later,2022-11-18 15:30:06+00:00,AirPods Max vs. Sony WH-1000XM5,"The Apple AirPods Max and Sony WH-1000XM5s are two of the best wireless noise cancelling bluetooth headphones on the market, but which one is the best? After spending more than 6 months with each one, we definitely have opinions on which pair you should pick up.   We'll walk you through how their hardware designs compare, which are more comfortable to wear for long periods of time, battery life, how each pair sounds, their typical price, colors, case, ecosystem features, how their noise cancellation support for Dolby Atmos, spatial audio, and LDAC and our recommendation on who should go for the AirPods Max and who should go for the WH-1000XM5s.   🛒 Purchase Links (Affiliate Links):  AirPods Max: https://amzn.to/3ElJbZF Sony WH-1000XM5s: https://amzn.to/3Ow9uBb  Shop all of our recommended products on Amazon: https://amzn.to/3XhxZFS  AirPods Max Review - Revisited! https://www.youtube.com/watch?v=1Btpf4QSc24 AirPods Max Review - 6 Months Later: https://www.youtube.com/watch?v=vLaRU6pA-rM&t=451s Sony WH-1000XM5s Review - 6 Months Later : Coming in 2 days  Studio Display Review - 6 Months Later: https://www.youtube.com/watch?v=XtfVWRXv9e0  Follow Josh on:  Twitter: https://twitter.com/JoshTeder Instagram: https://www.instagram.com/joshteder/  Other helpful links:  Video production equipment we use:  https://amzn.to/3Ejc1JR  0:00 - Case differences  1:03 - Mic quality 1:46 - Battery life & Weight 2:10 - Typical Price difference 2:22 - EQ & Sound quality 3:48 - Comfort 4:17 - AirPods Max Impressive Sound 5:42 - Spatial Audio with Movies & TV 6:34 - 360 Reality Audio  7:00 - Transparency Mode 7:41 - Simple setup & Digital Crown 8:06 - No power button & Smart Case 9:03 - Recommendation for Apple Users 9:24 - Automatic Switching & Pairing to Multiple Devices 10:24  - Android User & More Recommendations   --------------------------------------------------------------------------------- 6 Months Later website: https://6-months-later.com 6 Months Later Amazon storefront: www.amazon.com/shop/6monthslaterreviews ––––––––––––––––––––––––––––––  Any music used is licensed from artlist.io   Any Pixel devices devices seen in our videos were provided to the channel by Google except for the Pixel 6 which the channel purchased.   Any Amazon links we provide in our descriptions are in conjunction with our Amazon partnership.  The channel receives a small percentage of revenue from any sales generated by viewers clicking the links.   #airpodsmax  #apple  #sony  #wh1000xm5",71929,1168,0
36,FE-X8xlwXRw,Aaron X Loud and Wireless,2022-05-18 18:45:01+00:00,Sony WH-1000XM5 vs WH-1000XM4 🔥 Hear the Difference!,"Should you seriously upgrade or stick with XM4? 🤔 Let's find out.  Get it here! Sony WH-1000XM5 - https://amzn.to/3yIrnqr Sony WH-1000XM4 - https://amzn.to/3a4Vk5E  ✅ Join LAWLESS Gang On Patreon: https://www.patreon.com/loudnwireless ✅ Join LAWLESS Chat On Discord: https://discord.gg/2YFDKj9M3D ✅ Bitcoin Tip Jar: 32QpY8tkfg7Cn2zoKo97E4Uyjg7rJWfKqN  Affiliate Links When you make a purchase through the Affiliate Links here, I earn a small cut for the sale at no cost to you, and this helps the channel out in a big way. Thank you for your support!  00:00 Intro 01:42 Stretchy stretch time! 03:02 Fit and Comfort 04:04 Sound Quality 06:10 Phone Call Quality Comparison 08:12 Noise Cancelling Comparison 09:43 Transparency 10:27 Bluetooth Lag Test (Gaming) 11:37 Bluetooth Lag Test (Videos) 12:27 Conclusion",272336,5472,0
37,uGSQ1PtSmPY,Aaron X Loud and Wireless,2023-08-10 16:00:42+00:00,Sony WF-1000XM5 vs WH-1000XM5 vs WH-1000XM4 | Impossible To Compare?! 🤔,"You request, I deliver! Watch me compare the WF-1000XM5 earbuds vs WH-1000XM5 and WH-1000XM4!  Check Latest Prices!  Sony WF-1000XM5 -  Amazon - https://amzn.to/3qiamkS (Amazon) Lazada - https://s.lazada.sg/s.bsAyl?cc (Lazada)  Sony WH-1000XM5 Amazon - https://amzn.to/3yIrnqr Lazada - https://s.lazada.sg/s.bMAHc?cc  Sony WH-1000XM4 Amazon - https://amzn.to/3a4Vk5E Lazada - https://s.lazada.sg/s.bMApl?cc  Join this channel to get access to Restricted Area: https://www.youtube.com/channel/UCuROGphRDQe-tN8uxZ2X4_w/join  Compare sound samples at www.loudnwireless.com/soundsamples  Get your FREE Audiobook here, no strings attached - https://amzn.to/3Kdmtoi (Audible Premium Plus)  ✅ Follow on Twitter!: https://twitter.com/RealAaronLW ✅ Join Patreon: https://www.patreon.com/loudnwireless ✅ Join Chat On Discord: https://discord.gg/EHh84vuBAq ✅ Bitcoin Tip Jar: 32QpY8tkfg7Cn2zoKo97E4Uyjg7rJWfKqN  Affiliate Links When you make a purchase through the Affiliate Links here, I earn a small cut for the sale at no cost to you, and this helps the channel out in a big way. Thank you for your support!  00:00 Outrageous comparison? 01:09 Call Quality Comparison 02:48 Active Noise Canceling comparison 04:15 Transparency Mode comparison 05:05 Sound Quality Comparison 06:57 Sound Samples",15841,467,0
38,qF3GtyfEc3w,DHRME,2022-08-05 14:00:13+00:00,This Choice Isn't Hard 🔥🔥 (2 DIFFERENT headphones)  Sony WH-1000 XM5 vs Bose 700,What do you get when two flagships go against each other? Broken flags? Sinking ships? This is Sony’s latest WH-1000 XM5 taking on Bose’s Noise Cancelling Headphones 700.   ⋯⋯⋯⋯⋯⋯🛒  Links For Latest Prices⋯⋯⋯⋯⋯⋯ 🎧 Buy the Sony WH 1000 XM5: https://geni.us/SonyWH-1000XM5 🎧 Buy the Bose 700 NC: https://geni.us/BoseNCH700 🎧 Get the Benks headphone stand +charging dock: https://geni.us/BenksHeadphonesStandQi ⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯  🎶 Songs used for testing: https://www.dhrme.nl/songs/  ===SUPPORT OUR WORK=== 🛒  Use the links above to do your shopping ★ Become a Patron: https://www.patreon.com/dhrme  👕  Get yourself some DHRME Merchandise: https://teespring.com/stores/dhrme 📜  Website / Blog: https://www.dhrme.nl/ 💬 Discord: https://discord.gg/WBr2euA3fP ❤️  Follow us on social media: https://www.instagram.com/dhrme.nl https://www.facebook.com/dhrme.nl https://twitter.com/DHRME  ===DISCLOSURES===  ✅ Sony sent us these products for free for review purposes.  ✅ We bought the Bose with our own money.  ✅ No one got input at any stage in the creation of this video. All opinions and bad jokes are strictly our own. ✅ Affiliate shopping and merchandise links above earn us commission.  #sonywh1000xm5 #bose700 #headphones  00:00 Introduction 00:17 2 similarities 01:09 Price 01:55 Comfort & build quality 03:26 Design & looks 04:12 Battery life 05:38 UC variant 06:06 Phone calls 06:10 Mic test samples 08:31 Phone calls conclusion 10:00 Active noise cancelling 10:10 ANC samples 11:10 ANC conclusion 12:55 Sound quality 14:15 Wrap up 15:10 Sound samples,103503,1807,0
39,9T5b-9I4U6Y,DHRME,2022-07-07 15:36:33+00:00,[Tips] Sony WH-1000 XM5 | What Sony Didn't Tell You!,DOES YOUR MUSIC RANDOMLY STOP? HOW DO YOU SEE DB LEVELS IN YOUR APP? WHY DOES THE SONY WH-1000 XM5 SOUND SO BAD? WHY ARE WE SHOUTING! HERE ARE TEN TIPS TO FIX THE XM5!  ⋯⋯⋯⋯⋯⋯🛒  Links For Latest Prices⋯⋯⋯⋯⋯⋯ 🎧 Buy the Sony WH 1000 XM5: https://geni.us/SonyWH-1000XM5 🎧 Buy the Sony WH 1000 XM4: https://geni.us/SonyXM4 ⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯  ===SUPPORT OUR WORK=== 🛒  Use the links above to do your shopping ★ Become a Patron: https://www.patreon.com/dhrme  👕  Get yourself some DHRME Merchandise: https://teespring.com/stores/dhrme 📜  Website / Blog: https://www.dhrme.nl/ 💬 Discord: https://discord.gg/WBr2euA3fP ❤️  Follow us on social media: https://www.instagram.com/dhrme.nl https://www.facebook.com/dhrme.nl https://twitter.com/DHRME  ===DISCLOSURES===  ✅ Sony sent us their products for free for review purposes.  ✅ No one got input at any stage in the creation of this video. All opinions and bad jokes are strictly our own. ✅ Affiliate shopping and merchandise links above earn us commission.  #wh1000xm5 #wh1000xm4 #airpodsmax   00:00 Introduction and TIP 1: CHAT FINGERS 00:48 TIP 2: (UN)FIXING MULTIPOINT 01:51 TIP 3: CONTROL THE PRESSURE 02:20 TIP 4: ASSISTING THE ASSISTANTS 03:53 TIP 5: SUMMONING THE ASSISTANTS  04:32 TIP6: Dr Strange and the Multipoint of Madness 05:45 TIP 7: DEVICES ARE NOT HUMANS 06:19 TIP 8: NOT ALL EQs ARE EQUAL 06:57 TIP 9: DEATH IS NOT THE END 07:46 TIP 10: FROM HEADPHONES TO PHONE,44805,1517,0
40,bOjQ39hSe1c,TonyTechBytes,2023-05-09 21:09:24+00:00,"Sony WH-1000XM5 Unboxing, Try-On, Impressions & Review | Sony WH-1000XM5 vs. Sony WH-1000XM4","#tonytechbytes #unboxing #unboxingvideo #unboxingtech #tech #techreview #sony #sonyheadphone #sonyheadphones #sonywh1000xm4 #sonywh1000xm5 #headphones #noisecancelingheadphones  -------------------------------------------------------------------------------------------------------------------------------  Business inquiries: tony@tonytechbytes.com   Check out all my social medias: https://solo.to/tonytechbytes    Music used in my videos: https://www.epidemicsound.com/referral/2zexbk/     Check out my Amazon storefront to find all the tech I use (affiliate links with no additional cost to you): https://www.amazon.com/shop/tonytechbytes    My ENTIRE LIST of GEAR: https://kit.co/TonyTechBytes    -------------------------------------------------------------------------------------------------------------------------------  ALL My PC Parts: (CPU) Intel Core i9-13900K: https://amzn.to/3VAKSJI   (Motherboard) ASUS ROG Strix Z790-E GAMING WIFI: https://amzn.to/3H2R6hg  (Case) NZXT H7 Flow ATX: https://amzn.to/3OTKZxI  (Graphics Card) EVGA GeForce RTX 3080Ti FTW3 Ultra: https://amzn.to/3XRpQbt  (CPU Cooler) NZXT Kraken Z73 360mm AIO: https://amzn.to/3FmGn0a  (RAM) PNY XLR8 32GB (2x16GB) DDR5 6000MHz: https://amzn.to/3FkQmTz  (Storage) WD Black SN850X 2TB (without Heatsink): https://amzn.to/3EVrosC  (Storage) WD Black SN850X 2TB (with Heatsink): https://amzn.to/3XJTrDX  (Power Supply) NZXT C1000 80+ Gold: https://amzn.to/3FjSJ96  (Fans) Lian Li UNI FAN SL 120 V2 RGB: https://amzn.to/3VNmlB1  (Cables) CableMod Pro ModMesh Sleeved Cable Extension Kit: https://amzn.to/3uk9Y3M  (Vertical GPU Mounting Kit) NZXT Vertical GPU Mounting Kit: https://amzn.to/3P9v52F   -------------------------------------------------------------------------------------------------------------------------------  My List of GEAR for recording videos:   AWESOME Camera: https://amzn.to/3VMb5F4  Versatile Lens: https://amzn.to/3ukgffQ  Wide Angle Lens: https://amzn.to/3Ukh9Ug  Standard Lens: https://amzn.to/3W2kqJl  Telephoto Lens: https://amzn.to/3UpsulW  High Quality Mic: https://amzn.to/3EUImqP  Travel Tripod: https://amzn.to/3EZo8MV  Tripod Video Fluid Head: https://amzn.to/3XRckon  Favorite Camera Bag: https://amzn.to/3FhL4bs  Camera Duffel Bag: https://amzn.to/3gUaimW  Audio Recorder: https://amzn.to/3B2LU9B   -------------------------------------------------------------------------------------------------------------------------------  FOLLOW ME On My Social Medias! TikTok: https://www.tiktok.com/@tonytechbytes   YouTube: https://youtube.com/@tonytechbytes  Twitter: https://twitter.com/TonyTechBytes   Instagram: https://www.instagram.com/tonytechbytes/   Twitch: https://www.twitch.tv/tonytechbytes   Solo (all links in one site): https://solo.to/tonytechbytes     TonyTechBytes LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to Amazon.com, Amazon.ca, Amazon.co.uk etc. The Amazon Associates Program gives a bit of commission to the creator (without any additional cost to the purchaser) whenever one purchases from the links in the description.",21217,496,0
41,o-X9zihV0FU,Dekoni Audio,2023-01-24 22:09:39+00:00,Sony WH1000XM5 | How To Change Your Earpads,"Learn how to install your ear pads for the Sony WH-1000XM5. The XM5 is Sony’s latest flagship noise-canceling headphones. Packed with a load of interesting features, it is one of the best traveling headphones. What could make it better? A fresh new set of ear pads. The ear pads we are now offering include the following.  Platinum, utilizing premium synthetic materials while also maintaining affordability. https://dekoniaudio.com/product/dekoni-audio-platinum-series-replacement-ear-pads-for-sony-wh1000xm5-noise-cancelling-headphones/?install  Choice Leather is a synthetic leather-like material that is softer than leather and just as rugged. https://dekoniaudio.com/product/choice-leather-ear-pads-for-sony-wh1000xm5-headphones/  Choice Suede, just like animal leather, Choice Suede is the opposite side of choice leather while offering a fuzzy surface. https://dekoniaudio.com/product/choice-suede-ear-pads-for-sony-wh1000xm5-headphones/  To install Dekoni Audio’s ear pads for the WH-1000XM5, you must start with the pry tool included in all offerings of WH-1000XM ear pads. Stick the pry tool between the XM5 ear pads and the ear cup and pry away from the headphone. Snap the clips out of the headphone and allow you to detach the ear pad.  For this generation of the Sony WH-1000 series, the ear pads are not symmetrical on both sides. You are able to discern the difference between the two earpads by locating the tiny pins on the back of the earpads. The pins match up with the holes inside the Sony WH1000XM5 earcups.   It's also important to note where the clips are on the mounting side of the earpad. There are clips located at the top and bottom of the ear pad, the centered clip will be attached at the top of the ear cup.  Once you have deciphered the ear pad placement on the XM5, snap the ear pad clips into the ear cup. Make sure they are attached correctly by pressing around the entire ear pad to confirm all clips are seated correctly. Double-check your progress by pulling the ear pad gently away from the ear cup.   Now enjoy your new Dekoni Audio ear pads for the Sony WH-1000XM5!  Engineering note: For this iteration of the Sony WH-1000XM5, the pause/play functionality, when removing your ear cups, is checked by capacitance. When the dust cover releases the capacitor, it will assume the user is wearing the headphone. If we increased the depth of the ear pad to make ears no longer touch the interior of the headphone, it would break functionality. Because of this, we could not offer ear pads with greater depth for comfort purposes.   Are you looking for Sony WH-1000XM3 or XM4 ear pads? Find them at DekoniAudio.com!  XM4 ear pads! https://dekoniaudio.com/?s=xm4&post_type=product&type_aws=true&aws_id=1&aws_filter=1  XM3 ear pads! https://dekoniaudio.com/?s=xm3&post_type=product&type_aws=true&aws_id=1&aws_filter=1  If you are located outside of the United States? Check our international retailer's list to save on customs and shipping fees!  https://dekoniaudio.com/international-dealers/?install",19562,202,0
42,9SgNyEZWyqw,Mark Ellis Reviews,2023-08-22 18:47:39+00:00,The BEST thing about Sony XM5!,"The Sony XM5 aren't perfect, but one element is.",1951,69,0
43,SO_t_OsmI9E,ZeeTek,2022-07-24 15:00:13+00:00,Are the $400 Sony XM5's Worth it? #Shorts,"#shorts #gaming #tech   Link to Products:  Sony XM5's: https://amzn.to/3vblOhs Sony XM4's: https://amzn.to/3PJ1Lic  --------------------------- Please consider hitting the like and subscribe button; it’s completely free and means we can keep producing more content just like this one for you!  Technology, tech, reviews, gaming, setups, gadgets, keyboard, pc, mouse, custom, gaming mouse, gaming keyboard, mechanical keyboard, build, cool tech under $50,custom keyboard, gaming headset, pc build Tech 2022, best  tech, awesome tech under, gaming, tech review, headphones, laptop, Bluetooth, smart home, Desk setup, gaming desk, best gaming  VeriTech is a Technology and gaming based channel which shows you the best tech, reviews, gaming, setups, and gadgets. We also help you pick the best keyboard, pc, mouse, custom, gaming mouse, gaming keyboard, and tons of other desk or gaming accessories in 2022. So, if you enjoy and want the mechanical keyboard, or like to how to build a PC, cool tech under $50, custom keyboard and lots of other video games or technology products, be sure to subscribe! Here we have our top picks for gaming headset, pc build Tech 2022, best tech, and of course some awesome tech under, gaming, tech review, headphones, laptop, Bluetooth. Thanks for checking out the channel and watch our other videos about smart home, Desk setup, gaming desk, best gaming clips fortnite.",501277,16598,0
44,LdIFoJ_aGE8,Geekyranjit,2022-11-03 04:24:23+00:00,Sony XM5 Review | Best of Sony ANC Headphones?,Sony WH-1000 XM5 review these are the latest flagship ANC (noise cancelling) headphones from Sony and successor to the Sony WH XM4 they have a complete new design and have 8 microphones find out what do I feel about these latest Sony XM5 headphones.  Sony WH-1000XM5 via Amazon India https://amzn.to/3haowQt  Sony WH-1000XM4 headphones https://amzn.to/3DBcDKV'  My other headphones & Earphones review https://www.youtube.com/playlist?list=PLtIc4giS3RKOeX2bxYp-nBk88fAkRJZSc,76971,2636,0
45,hyUeoNEPiq0,Parker Burton,2023-04-22 03:40:24+00:00,Sony XM5 Headphones,,74638,8648,0
46,5AUFQl9n6hw,Soldier Knows Best,2022-05-12 16:14:29+00:00,Sony WH-1000XM5 Review - Worth It Over the XM4?,"Sony XM5: https://www.dpbolvw.net/click-100846293-15324806 (Affiliate Link)  The Sony WH-1000XM5 have been released and I took a close look at how they stack up against the previous WH-1000XM4 to help you decide what to buy.  Other places I hang out:  Facebook: http://facebook.com/skbfans Twitter: http://twitter.com/soldierknowbest Instagram: http://instagram.com/markwatson  Some product links on this page are paid links that help support this channel. Also, as an Amazon Associate I earn from qualifying purchases.  #sony #wh1000xm5 #review",73543,1841,0
47,yEiely-r07g,Monsieur GRrr [FR],2022-05-12 16:41:07+00:00,Sony WH-1000XM5 - Similairement Différent,"Acheter le Sony WH-1000 XM5 : https://amzn.to/3tJYkz1  J'ai adoré le WH-1000XM3. Beaucoup aimé également le WH-1000XM4. Autant vous dire que j'attendais avec impatience l'arrivée du Sony WH-1000XM5. Et j'ai pas été déçu.  Sony a revu copie tout en gardant ce qui a fait le succès de ses casques haut de gamme.  Vendu à 420€, le Sony WH-1000XM5 est cher. Très cher. Peut-être même trop cher.  Mais qu'a-t-on pour ce prix ? Quelles sont les nouveautés apportées au WH-1000XM5 ? Faut-il succomber ?  C'est ce que l'on va voir ici.  #SonyWH-1000XM5 #Sony #WH1000XM5  ___   ▶ En live du lundi au vendredi sur Twitch : https://www.twitch.tv/monsieur_grrr  ▶ Découvrez mon PODCAST : https://smartlink.ausha.co/frequence-grrr  ▶ Rejoignez la Team GRrr : https://www.youtube.com/channel/UCTOAKgwfqqCbOytF3RNGGVw/join  ▶ ABONNEZ-VOUS À MA CHAINE (c'est GRATUIT) : http://bit.ly/2gV0F2n  ___   Vidéo uploadée en fibre Bouygues Telecom. Découvrez les offres ici : http://bit.ly/Fibre2020.  ___   Vous êtes créateur ? Téléchargez les meilleures musiques sur Artlist : http://bit.ly/2M8Pd6j  ___   MON SITE — https://www.monsieurgrrr.fr INSTAGRAM — https://www.instagram.com/monsieur_grrr/ SNAPCHAT — monsieurgrrr  TWITTER — https://twitter.com/MonsieurGRrr FACEBOOK — https://www.facebook.com/jesuismonsieurgrrr  ___   MA CAMÉRA : http://bit.ly/2XOJ5Ue MON MICRO CRAVATE SANS FIL : https://amzn.to/2HE7TEY MICRO : http://amzn.to/2CZfVXW TREPIED : http://amzn.to/2yUlVy5 MON ANCIEN MICRO CRAVATE (pas cher) : http://amzn.to/2mNnJoa ÉCLAIRAGE : http://amzn.to/2nJ8fAG ANCIEN MICRO : http://amzn.to/2nrQj1I TRÉPIED SMARTPHONE : http://amzn.to/2n05H1X MICRO SMARTPHONE : http://amzn.to/2nJV4jU  ___   ▶ ECRIVEZ-MOI: Aurélien GRANET Monsieur GRrr 49, rue de Ponthieu 75008 Paris FRANCE  ___   ▶ LIENS D'AFFILIATION: Je place des liens d'affiliation dans mes descriptions. Je ne recommande que des produits auxquels je crois et que j'apprécie. Je vous remercie énormément si vous achetez un produit via un de mes liens d'affiliation. Cela me permet de faire évoluer ma chaine et de vous offrir un contenu riche et de qualité. Votre soutien est mon premier moteur.",72460,2128,0
48,LEcBOGCAQUI,AuthenTech - Ben Schmanke,2022-06-17 13:00:18+00:00,Sony WH-1000XM5: The BEST Headphones?,"The best over-ear headphones just got better? Comfortable, light-weight, plush, incredible ANC, and awesome sound. 🎧  #shorts   Sony WH-1000XM5: https://amzn.to/3xwRs9N  TikTok: https://www.tiktok.com/@schmanke Instagram: https://instagram.com/schmanke  Disclosure: some of the links I use are affiliate links, this means I may receive a small commission at no cost to you.",459769,13082,0
49,VGaV_YJhWqo,GYMCADDY,2022-09-19 15:15:03+00:00,Sennheiser Momentum 4 Vs Sony 1000XM5 Vs Sony 1000XM4,
